za_nr;version;doi;lfd;gewicht;datum;bik;bl;wo;s1;s2;s3;s4;s5;s6;s7;s8;s9;s10;V1_1;V1_2;V1_3;V1_4;V1_5;V2;V3_1;V3_2;V3_3;V4;V5;V6;V7;V8_12;V8_13;V8_14;V8_15;V8_16;V8_17;V8_18;V8_19;V8_20;V8_21;V8_96;V8_97;V8_98;V8_99;V8_o;V9_12;V9_13;V9_14;V9_15;V9_16;V9_17;V9_18;V9_19;V9_20;V9_21;V9_22;V9_23;V9_24;V9_25;V9_96;V9_97;V9_98;V9_99;V9_o;V10_1;V10_2;V10_3;V10_4;V11
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13041866;,771288;2020/06/18;100000 bis 500000;Nordrhein-Westfalen;West;m;38;Abitur;ja;drei;zwei;Bündnis `90, Die Grünen;ja;2.500 bis unter 3.500 Euro;Festnetz;weniger wichtig;sehr wichtig;weniger wichtig;weniger wichtig;weniger wichtig;ja;eher zufrieden;sehr zufrieden;weiß nicht, keine Angabe;sehr gut;weniger stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;schneller;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;hohe Kosten;weiß nicht, keine Angabe;stimme eher nicht zu;stimme voll und ganz zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13053295;,286627;2020/06/17;100000 bis 500000;Nordrhein-Westfalen;West;w;69;Abitur;nein;eine Person;eine Person;würde nicht wählen;ja;2.500 bis unter 3.500 Euro;Festnetz;wichtig;wichtig;wichtig;wichtig;wichtig;ja;eher zufrieden;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weniger gut;weniger stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;dass alles schneller geht, vielleicht auch sicherer ist;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme eher zu;stimme gar nicht zu;stimme eher zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13055520;1,260439;2020/06/18;100000 bis 500000;Nordrhein-Westfalen;West;w;72;Volks-, Hauptschule;nein;zwei;zwei;weiß nicht, keine Angabe;ja;keine Angabe;Festnetz;weniger wichtig;weniger wichtig;weniger wichtig;weniger wichtig;weniger wichtig;ja;eher zufrieden;eher zufrieden;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weniger stark;ja;weiß nicht, keine Angabe;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13090252;4,788301;2020/06/16;100000 bis 500000;Nordrhein-Westfalen;West;m;17;Mittlerer Bildungsabschl;nein;drei;zwei; ; ;keine Angabe;Festnetz;sehr wichtig;wichtig;wichtig;sehr wichtig;sehr wichtig;ja;sehr zufrieden;eher zufrieden;eher unzufrieden;weniger gut;weniger stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Schnellere Leistung.;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme voll und ganz zu;weiß nicht, keine Angabe;stimme eher zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13128579;3,113346;2020/06/18;100000 bis 500000;Nordrhein-Westfalen;West;w;78;Volks-, Hauptschule;nein;zwei;zwei;CDU/CSU;ja;2.500 bis unter 3.500 Euro;Festnetz;weniger wichtig;wichtig;wichtig;sehr wichtig;weniger wichtig;ja;eher zufrieden;weiß nicht, keine Angabe;weiß nicht, keine Angabe;gut;weniger stark;ja;eher gegen Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13129122;4,081436;2020/06/17;100000 bis 500000;Nordrhein-Westfalen;West;m;67;Volks-, Hauptschule;nein;drei;drei;weiß nicht, keine Angabe;ja;2.500 bis unter 3.500 Euro;Festnetz;wichtig;gar nicht wichtig;weiß nicht, keine Angabe;wichtig;weiß nicht, keine Angabe;ja;sehr zufrieden;eher zufrieden;eher zufrieden;gut;gar nicht;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13168951;2,39625;2020/06/16;100000 bis 500000;Nordrhein-Westfalen;West;w;96;Volks-, Hauptschule;nein;eine Person;eine Person;CDU/CSU;ja;2.500 bis unter 3.500 Euro;Festnetz;wichtig;weiß nicht, keine Angabe;sehr wichtig;sehr wichtig;weiß nicht, keine Angabe;nein; ; ; ;weiß nicht, keine Angabe;gar nicht;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13258620;3,842819;2020/06/17;50000 bis 100000;Nordrhein-Westfalen;West;w;62;Volks-, Hauptschule;nein;eine Person;eine Person;SPD;ja;keine Angabe;Festnetz;wichtig;sehr wichtig;wichtig;weniger wichtig;weiß nicht, keine Angabe;nein; ; ; ;weniger gut;gar nicht;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13335212;,65671;2020/06/17;5000 bis 20000;Nordrhein-Westfalen;West;m;82;Volks-, Hauptschule;nein;eine Person;eine Person;CDU/CSU;ja;1.500 bis unter 2.500 Euro;Festnetz;sehr wichtig;wichtig;sehr wichtig;wichtig;sehr wichtig;ja;eher zufrieden;weiß nicht, keine Angabe;eher zufrieden;sehr gut;sehr stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;Schnellere Verbindungen , größeres Angebot;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme eher zu;stimme gar nicht zu;stimme eher zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13363862;,201964;2020/06/17;20000 bis 50000;Nordrhein-Westfalen;West;w;70;Abitur;nein;eine Person;eine Person;weiß nicht, keine Angabe;ja;keine Angabe;Festnetz;wichtig;wichtig;weiß nicht, keine Angabe;sehr wichtig;wichtig;ja;sehr zufrieden;weiß nicht, keine Angabe;sehr zufrieden;gar nicht gut;gar nicht;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;das es für alle zugänlich ist,;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme voll und ganz zu;weiß nicht, keine Angabe;stimme voll und ganz zu;weiß nicht, keine Angabe;weiß nicht, keine Angabe
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13437140;,537972;2020/06/18;20000 bis 50000;Nordrhein-Westfalen;West;w;57;Studium;ja;fuenf und mehr;vier;weiß nicht, keine Angabe;ja;2.500 bis unter 3.500 Euro;Festnetz;sehr wichtig;sehr wichtig;sehr wichtig;wichtig;sehr wichtig;ja;eher unzufrieden;weiß nicht, keine Angabe;sehr unzufrieden;weniger gut;sehr stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;Man braucht weniger Energie Für Individualverkehr. Mehr Arbeitsplätze in benachteiligten Gebieten.;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13447425;,45391;2020/06/17;20000 bis 50000;Nordrhein-Westfalen;West;w;53;Abitur;ja;zwei;zwei;CDU/CSU;ja;3.500 Euro und mehr;Festnetz;wichtig;wichtig;wichtig;wichtig;wichtig;ja;sehr unzufrieden;eher zufrieden;eher unzufrieden;gut;weniger stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme voll und ganz zu;weiß nicht, keine Angabe;stimme eher zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13515612;,582672;2020/06/17;100000 bis 500000;Nordrhein-Westfalen;West;w;83;Mittlerer Bildungsabschl;nein;eine Person;eine Person;weiß nicht, keine Angabe;ja;bis unter 1.500 Euro;Festnetz;wichtig;sehr wichtig;wichtig;wichtig;wichtig;ja;eher zufrieden;eher zufrieden;eher zufrieden;gut;stark;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13552026;4,148512;2020/06/18;100000 bis 500000;Nordrhein-Westfalen;West;m;43;Volks-, Hauptschule;ja;drei;zwei; ;nein;1.500 bis unter 2.500 Euro;Festnetz;sehr wichtig;wichtig;wichtig;wichtig;wichtig;ja;sehr unzufrieden;sehr zufrieden;sehr zufrieden;gut;stark;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13634605;,647454;2020/06/17;20000 bis 50000;Nordrhein-Westfalen;West;m;74;Volks-, Hauptschule;nein;eine Person;eine Person;weiß nicht, keine Angabe;ja;keine Angabe;Festnetz;wichtig;wichtig;gar nicht wichtig;sehr wichtig;wichtig;ja;eher zufrieden;weiß nicht, keine Angabe;eher zufrieden;gut;gar nicht;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Überall bessere Erreichbarkeit;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme voll und ganz zu;stimme gar nicht zu;weiß nicht, keine Angabe;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13732779;,238961;2020/06/17;100000 bis 500000;Nordrhein-Westfalen;West;m;65;Studium;ja;eine Person;eine Person;weiß nicht, keine Angabe;ja;keine Angabe;Festnetz;weniger wichtig;weniger wichtig;wichtig;sehr wichtig;sehr wichtig;ja;eher zufrieden;eher zufrieden;sehr zufrieden;gut;stark;ja;eher gegen Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Kontrollfähigkeit, Betreiber sollen nicht aus dem Ausland  kommen;stimme eher nicht zu;weiß nicht, keine Angabe;stimme gar nicht zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13967799;,500667;2020/06/16;20000 bis 50000;Nordrhein-Westfalen;West;m;85;Mittlerer Bildungsabschl;nein;eine Person;eine Person;CDU/CSU;ja;3.500 Euro und mehr;Festnetz;wichtig;wichtig;wichtig;sehr wichtig;sehr wichtig;ja;sehr zufrieden;eher zufrieden;eher zufrieden;gut;stark;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13993015;,976763;2020/06/17;50000 bis 100000;Nordrhein-Westfalen;West;m;65;Volks-, Hauptschule;nein;eine Person;eine Person;CDU/CSU;ja;1.500 bis unter 2.500 Euro;Festnetz;wichtig;wichtig;wichtig;sehr wichtig;wichtig;ja;eher zufrieden;eher zufrieden;eher zufrieden;gut;stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;schneller,bessere Qualität;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13996194;,202496;2020/06/18;50000 bis 100000;Nordrhein-Westfalen;West;m;57;Abitur;ja;fuenf und mehr;eine Person;CDU/CSU;ja;3.500 Euro und mehr;Festnetz;weniger wichtig;wichtig;weniger wichtig;weniger wichtig;wichtig;ja;sehr zufrieden;sehr zufrieden;eher unzufrieden;gar nicht gut;weniger stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;schnelleres Internet, Datenübertragung ist schneller, Versorgung der ländlichen Gebiete;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;14009437;,233668;2020/06/16;500000 und mehr;Nordrhein-Westfalen;West;w;63;Abitur;ja;eine Person;eine Person;weiß nicht, keine Angabe;ja;1.500 bis unter 2.500 Euro;Festnetz;wichtig;sehr wichtig;wichtig;wichtig;wichtig;ja;eher zufrieden;eher zufrieden;eher zufrieden;weniger gut;weniger stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;14019881;,233768;2020/06/18;500000 und mehr;Nordrhein-Westfalen;West;m;74;Studium;ja;zwei;zwei; ;nein;2.500 bis unter 3.500 Euro;Festnetz;sehr wichtig;wichtig;weiß nicht, keine Angabe;sehr wichtig;sehr wichtig;ja;eher unzufrieden;eher zufrieden;eher zufrieden;weniger gut;weniger stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;Selstfahrende Autus,Wirtschaft, Haushaltsgeräte und Bildung.;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Mögl. Gesundheitsschädigungen.;stimme eher zu;weiß nicht, keine Angabe;stimme eher zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;14098256;,230039;2020/06/17;100000 bis 500000;Hessen;West;m;66;Studium;nein;eine Person;eine Person;würde nicht wählen;ja;1.500 bis unter 2.500 Euro;Festnetz;weniger wichtig;sehr wichtig;gar nicht wichtig;wichtig;weniger wichtig;ja;sehr zufrieden;sehr zufrieden;weiß nicht, keine Angabe;weiß nicht, keine Angabe;gar nicht;ja;weiß nicht, keine Angabe;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme gar nicht zu;weiß nicht, keine Angabe;weiß nicht, keine Angabe;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;14126809;,287158;2020/06/16;100000 bis 500000;Hessen;West;w;59;Abitur;ja;zwei;zwei;weiß nicht, keine Angabe;ja;keine Angabe;Festnetz;wichtig;sehr wichtig;weniger wichtig;wichtig;sehr wichtig;ja;sehr zufrieden;eher zufrieden;eher unzufrieden;weniger gut;stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;genannt;nicht genannt;genannt;nicht genannt;genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Deutschland besser verbunden ist, das man besser geschäftlich agieren kann, generell stabilere Leitungen ( mehr Datenvolumen verschieben kann);nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme eher zu;weiß nicht, keine Angabe;stimme eher zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;14201397;1,998247;2020/06/17;500000 und mehr;Hessen;West;m;36;Abitur;ja;drei;drei;weiß nicht, keine Angabe;ja;3.500 Euro und mehr;Festnetz;wichtig;gar nicht wichtig;wichtig;wichtig;gar nicht wichtig;ja;eher unzufrieden;eher unzufrieden;weiß nicht, keine Angabe;weiß nicht, keine Angabe;sehr stark;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;14202857;,826309;2020/06/18;500000 und mehr;Hessen;West;w;48;Studium;ja;zwei;zwei;Die Linke;ja;3.500 Euro und mehr;Festnetz;weniger wichtig;wichtig;wichtig;wichtig;weniger wichtig;ja;sehr zufrieden;sehr zufrieden;eher zufrieden;weniger gut;gar nicht;ja;weiß nicht, keine Angabe;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;14295494;,231379;2020/06/18;500000 und mehr;Hessen;West;w;62;Studium;ja;eine Person;eine Person;CDU/CSU;ja;bis unter 1.500 Euro;Festnetz;wichtig;wichtig;wichtig;wichtig;wichtig;ja;eher zufrieden;weiß nicht, keine Angabe;weiß nicht, keine Angabe;gut;weniger stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;mehr Leute können agieren;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme eher zu;weiß nicht, keine Angabe;stimme voll und ganz zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;14329396;,72244;2020/06/18;500000 und mehr;Hessen;West;w;75;Mittlerer Bildungsabschl;nein;eine Person;eine Person;würde nicht wählen;ja;bis unter 1.500 Euro;Festnetz;sehr wichtig;wichtig;weniger wichtig;sehr wichtig;wichtig;nein; ; ; ;gut;weniger stark;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;14402901;,226304;2020/06/17;500000 und mehr;Hessen;West;w;70;Studium;nein;zwei;zwei;CDU/CSU;ja;3.500 Euro und mehr;Festnetz;weiß nicht, keine Angabe;wichtig;wichtig;wichtig;wichtig;ja;sehr zufrieden;eher zufrieden;weiß nicht, keine Angabe;weniger gut;weniger stark;ja;weiß nicht, keine Angabe;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe
