za_nr;version;doi;lfd;gewicht;datum;bik;bl;wo;s1;s2;s3;s4;s5;s6;s7;s8;s9;s10;V1_1;V1_2;V1_3;V1_4;V1_5;V2;V3_1;V3_2;V3_3;V4;V5;V6;V7;V8_12;V8_13;V8_14;V8_15;V8_16;V8_17;V8_18;V8_19;V8_20;V8_21;V8_96;V8_97;V8_98;V8_99;V8_o;V9_12;V9_13;V9_14;V9_15;V9_16;V9_17;V9_18;V9_19;V9_20;V9_21;V9_22;V9_23;V9_24;V9_25;V9_96;V9_97;V9_98;V9_99;V9_o;V10_1;V10_2;V10_3;V10_4;V11
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;11994100;,467231;2020/06/16;50000 bis 100000;Nordrhein-Westfalen;West;w;69;Studium;nein;zwei;zwei;Bündnis `90, Die Grünen;ja;keine Angabe;Festnetz;wichtig;sehr wichtig;sehr wichtig;wichtig;sehr wichtig;ja;eher zufrieden;weiß nicht, keine Angabe;eher zufrieden;weniger gut;weniger stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme eher zu;weiß nicht, keine Angabe;weiß nicht, keine Angabe;stimme gar nicht zu;weiß nicht, keine Angabe
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;11997161;,309707;2020/06/17;50000 bis 100000;Nordrhein-Westfalen;West;w;78;Studium;nein;zwei;zwei;CDU/CSU;ja;3.500 Euro und mehr;Festnetz;sehr wichtig;sehr wichtig;sehr wichtig;sehr wichtig;sehr wichtig;ja;sehr zufrieden;sehr zufrieden;weiß nicht, keine Angabe;weniger gut;gar nicht;ja;weiß nicht, keine Angabe;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12046276;4,252555;2020/06/18;50000 bis 100000;Nordrhein-Westfalen;West;m;14;Schüler;nein;fuenf und mehr;vier; ; ;keine Angabe;Festnetz;wichtig;weniger wichtig;weniger wichtig;weniger wichtig;weniger wichtig;ja;eher unzufrieden;weiß nicht, keine Angabe;eher unzufrieden;gar nicht gut;weiß nicht, keine Angabe;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12061174;,219339;2020/06/18;50000 bis 100000;Nordrhein-Westfalen;West;m;58;Abitur;ja;eine Person;eine Person;SPD;ja;1.500 bis unter 2.500 Euro;Festnetz;weniger wichtig;sehr wichtig;sehr wichtig;sehr wichtig;weniger wichtig;ja;sehr zufrieden;sehr zufrieden;sehr zufrieden;gut;gar nicht;ja;eher gegen Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12090940;2,784541;2020/06/16;5000 bis 20000;Nordrhein-Westfalen;West;w;62;Volks-, Hauptschule;ja;zwei;zwei;FDP;ja;1.500 bis unter 2.500 Euro;Festnetz;wichtig;wichtig;wichtig;sehr wichtig;sehr wichtig;nein; ; ; ;gut;stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;für Konverenzschaltungen;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12120672;,46892;2020/06/18;20000 bis 50000;Nordrhein-Westfalen;West;m;66;Mittlerer Bildungsabschl;nein;zwei;zwei;weiß nicht, keine Angabe;ja;3.500 Euro und mehr;Festnetz;sehr wichtig;weniger wichtig;sehr wichtig;wichtig;sehr wichtig;ja;sehr zufrieden;eher zufrieden;eher zufrieden;gut;weniger stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Daß Internet und Telephon schneller sind, daß sie konstanter sind.;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Daß eventuell China am Ausbau beteiligt wird. Das halte ich nicht für sehr praktikabel.;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12141205;4,035829;2020/06/18;20000 bis 50000;Nordrhein-Westfalen;West;m;66;Volks-, Hauptschule;nein;zwei;zwei;weiß nicht, keine Angabe;ja;1.500 bis unter 2.500 Euro;Festnetz;wichtig;wichtig;weniger wichtig;wichtig;weniger wichtig;ja;eher zufrieden;weiß nicht, keine Angabe;eher zufrieden;gut;weniger stark;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12195354;,537972;2020/06/18;50000 bis 100000;Nordrhein-Westfalen;West;w;51;Studium;ja;vier;vier;CDU/CSU;ja;2.500 bis unter 3.500 Euro;Festnetz;weniger wichtig;weniger wichtig;weniger wichtig;weniger wichtig;gar nicht wichtig;ja;sehr zufrieden;sehr zufrieden;sehr zufrieden;weniger gut;weniger stark;ja;eher gegen Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Ich bin gegen eine gesundheitliche Schädigung davon.;stimme eher nicht zu;stimme eher zu;weiß nicht, keine Angabe;stimme eher nicht zu;weiß nicht, keine Angabe
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12262298;,229533;2020/06/18;100000 bis 500000;Nordrhein-Westfalen;West;w;72;Studium;nein;zwei;zwei;weiß nicht, keine Angabe;ja;3.500 Euro und mehr;Festnetz;weniger wichtig;weniger wichtig;gar nicht wichtig;wichtig;wichtig;ja;eher zufrieden;eher zufrieden;weiß nicht, keine Angabe;gar nicht gut;weniger stark;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12264651;1,309533;2020/06/16;100000 bis 500000;Nordrhein-Westfalen;West;w;53;Mittlerer Bildungsabschl;ja;zwei;zwei;weiß nicht, keine Angabe;ja;2.500 bis unter 3.500 Euro;Festnetz;sehr wichtig;gar nicht wichtig;gar nicht wichtig;wichtig;sehr wichtig;ja;sehr unzufrieden;weiß nicht, keine Angabe;sehr unzufrieden;sehr gut;gar nicht;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Vermutlich ein besseres und stabileres Netz.;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme voll und ganz zu;stimme eher zu;weiß nicht, keine Angabe;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12272422;1,742188;2020/06/18;100000 bis 500000;Nordrhein-Westfalen;West;m;39;Mittlerer Bildungsabschl;ja;eine Person;eine Person;sonstige;ja;bis unter 1.500 Euro;Festnetz;weniger wichtig;sehr wichtig;sehr wichtig;wichtig;wichtig;ja;eher zufrieden;sehr zufrieden;weiß nicht, keine Angabe;gut;weniger stark;ja;eher gegen Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;zuviel Schrott im Weltraum , macht wenig Sinn für die Zukunft;stimme eher nicht zu;weiß nicht, keine Angabe;weiß nicht, keine Angabe;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12301804;3,732261;2020/06/16;100000 bis 500000;Nordrhein-Westfalen;West;w;48;Mittlerer Bildungsabschl;ja;drei;drei;FDP;ja;1.500 bis unter 2.500 Euro;Festnetz;sehr wichtig;sehr wichtig;weniger wichtig;sehr wichtig;sehr wichtig;ja;eher unzufrieden;weiß nicht, keine Angabe;sehr unzufrieden;gut;weniger stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Schnelligkeit;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Datenschutz;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;weiß nicht, keine Angabe
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12326540;,214145;2020/06/17;50000 bis 100000;Nordrhein-Westfalen;West;m;71;Studium;ja;eine Person;eine Person;CDU/CSU;ja;3.500 Euro und mehr;Festnetz;sehr wichtig;wichtig;sehr wichtig;sehr wichtig;sehr wichtig;ja;eher zufrieden;eher zufrieden;eher zufrieden;sehr gut;sehr stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;SCHNELLERE VERBINDUNG, GRÜßERES DATENVOLUMEN;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12335548;2,547245;2020/06/18;50000 bis 100000;Nordrhein-Westfalen;West;w;79;Volks-, Hauptschule;nein;eine Person;eine Person;würde nicht wählen;ja;bis unter 1.500 Euro;Festnetz;gar nicht wichtig;sehr wichtig;sehr wichtig;sehr wichtig;gar nicht wichtig;nein; ; ; ;gar nicht gut;gar nicht;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12388043;4,077651;2020/06/17;100000 bis 500000;Nordrhein-Westfalen;West;w;48;Volks-, Hauptschule;ja;vier;vier;würde nicht wählen;ja;3.500 Euro und mehr;Festnetz;wichtig;weniger wichtig;gar nicht wichtig;wichtig;sehr wichtig;ja;eher zufrieden;eher zufrieden;eher zufrieden;gut;weniger stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;im ländlichen Bereich erreichbar sein;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Neue Leitungen müssen gelegt werden, das geht nicht so schnell.;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12424745;,204817;2020/06/18;100000 bis 500000;Nordrhein-Westfalen;West;m;71;Studium;nein;zwei;zwei;AfD;ja;keine Angabe;Festnetz;wichtig;wichtig;weniger wichtig;wichtig;wichtig;ja;sehr zufrieden;eher zufrieden;eher unzufrieden;gut;stark;ja;eher gegen Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Sendemaste zuviel im Straßenbild;stimme eher zu;weiß nicht, keine Angabe;stimme eher nicht zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12427037;1,506982;2020/06/18;100000 bis 500000;Nordrhein-Westfalen;West;m;57;Mittlerer Bildungsabschl;ja;zwei;zwei;Bündnis `90, Die Grünen;ja;2.500 bis unter 3.500 Euro;Festnetz;wichtig;sehr wichtig;weniger wichtig;wichtig;wichtig;ja;eher unzufrieden;sehr zufrieden;eher unzufrieden;weniger gut;stark;ja;eher gegen Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;ich bin kein techniker;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;ich bin kein techniker;stimme voll und ganz zu;weiß nicht, keine Angabe;stimme gar nicht zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12461862;,236121;2020/06/16;100000 bis 500000;Nordrhein-Westfalen;West;w;66;Studium;nein;zwei;zwei;Bündnis `90, Die Grünen;ja;3.500 Euro und mehr;Festnetz;sehr wichtig;wichtig;sehr wichtig;wichtig;sehr wichtig;ja;sehr unzufrieden;eher zufrieden;sehr unzufrieden;gar nicht gut;sehr stark;ja;eher für Ausbau mit 5G;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;die Erreichbarkeit im ländlichen Raum, zukünftig z.B. die Möglichkeit der Telemedizin mit dem Arzt ohne vor Ort zu sein;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Vornehmlich, dass zunächst nur bestimmte Gruppen profitieren und der größere Teil nicht.;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12535397;4,595378;2020/06/16;100000 bis 500000;Nordrhein-Westfalen;West;w;50;Volks-, Hauptschule;nein;drei;drei;CDU/CSU;ja;2.500 bis unter 3.500 Euro;Festnetz;sehr wichtig;wichtig;wichtig;wichtig;sehr wichtig;ja;sehr zufrieden;sehr zufrieden;eher zufrieden;gut;weniger stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme voll und ganz zu;stimme eher nicht zu;weiß nicht, keine Angabe;stimme eher nicht zu;weiß nicht, keine Angabe
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12554338;,523165;2020/06/18;100000 bis 500000;Nordrhein-Westfalen;West;w;64;Studium;ja;vier;vier;CDU/CSU;ja;3.500 Euro und mehr;Festnetz;weniger wichtig;weniger wichtig;wichtig;wichtig;weniger wichtig;ja;sehr zufrieden;sehr zufrieden;weiß nicht, keine Angabe;gut;weniger stark;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12594255;,286627;2020/06/18;100000 bis 500000;Nordrhein-Westfalen;West;w;69;Studium;nein;eine Person;eine Person;weiß nicht, keine Angabe;ja;1.500 bis unter 2.500 Euro;Festnetz;wichtig;sehr wichtig;sehr wichtig;sehr wichtig;wichtig;ja;sehr zufrieden;eher zufrieden;weiß nicht, keine Angabe;gut;weniger stark;ja;weiß nicht, keine Angabe;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;Der Kampf um die Vergabe der Frequnzen.;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12616413;1,099054;2020/06/18;100000 bis 500000;Nordrhein-Westfalen;West;w;83;Volks-, Hauptschule;nein;eine Person;eine Person;SPD;ja;bis unter 1.500 Euro;Festnetz;weniger wichtig;weniger wichtig;weniger wichtig;sehr wichtig;gar nicht wichtig;ja;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;sehr gut;gar nicht;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme voll und ganz zu;stimme gar nicht zu;stimme eher nicht zu;stimme gar nicht zu;weiß nicht, keine Angabe
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12641021;,951762;2020/06/17;100000 bis 500000;Nordrhein-Westfalen;West;m;72;Volks-, Hauptschule;nein;vier;drei;würde nicht wählen;ja;2.500 bis unter 3.500 Euro;Festnetz;sehr wichtig;sehr wichtig;wichtig;sehr wichtig;wichtig;ja;eher zufrieden;eher zufrieden;eher unzufrieden;weniger gut;stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Das es ist besser ist wahrscheinlich;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme voll und ganz zu;stimme gar nicht zu;stimme gar nicht zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12741202;,212578;2020/06/17;500000 und mehr;Nordrhein-Westfalen;West;w;75;Studium;nein;eine Person;eine Person;Bündnis `90, Die Grünen;ja;2.500 bis unter 3.500 Euro;Festnetz;weniger wichtig;sehr wichtig;sehr wichtig;wichtig;wichtig;ja;eher zufrieden;eher zufrieden;weiß nicht, keine Angabe;weniger gut;weniger stark;ja;weiß nicht, keine Angabe;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme eher zu;weiß nicht, keine Angabe;weiß nicht, keine Angabe;stimme eher nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12787042;2,285589;2020/06/17;500000 und mehr;Nordrhein-Westfalen;West;w;67;Volks-, Hauptschule;nein;zwei;zwei;SPD;ja;3.500 Euro und mehr;Festnetz;sehr wichtig;wichtig;wichtig;sehr wichtig;sehr wichtig;ja;eher zufrieden;eher zufrieden;weiß nicht, keine Angabe;gut;stark;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12854460;,212578;2020/06/16;500000 und mehr;Nordrhein-Westfalen;West;w;85;Studium;nein;eine Person;eine Person;CDU/CSU;ja;keine Angabe;Festnetz;gar nicht wichtig;wichtig;weniger wichtig;sehr wichtig;gar nicht wichtig;ja;eher zufrieden;weiß nicht, keine Angabe;eher unzufrieden;gut;gar nicht;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12899666;,255009;2020/06/18;500000 und mehr;Nordrhein-Westfalen;West;w;81;Abitur;nein;zwei;zwei;weiß nicht, keine Angabe;ja;2.500 bis unter 3.500 Euro;Festnetz;wichtig;wichtig;wichtig;wichtig;wichtig;ja;eher zufrieden;eher zufrieden;eher unzufrieden;weniger gut;stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;12905940;,246133;2020/06/17;500000 und mehr;Nordrhein-Westfalen;West;m;69;Abitur;nein;zwei;zwei;weiß nicht, keine Angabe;ja;keine Angabe;Festnetz;sehr wichtig;sehr wichtig;wichtig;sehr wichtig;sehr wichtig;ja;eher unzufrieden;eher zufrieden;eher unzufrieden;gut;stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;erreichbarkeit könnte dann flächendeckender gegeben sein;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;13009173;,322431;2020/06/17;100000 bis 500000;Nordrhein-Westfalen;West;m;52;Studium;ja;vier;zwei;Bündnis `90, Die Grünen;ja;3.500 Euro und mehr;Festnetz;sehr wichtig;wichtig;wichtig;sehr wichtig;sehr wichtig;ja;sehr unzufrieden;sehr zufrieden;sehr unzufrieden;sehr gut;sehr stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Verfügbarkeit für den Service in vielen Branchen.;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme voll und ganz zu;weiß nicht, keine Angabe;stimme eher nicht zu;stimme gar nicht zu;nein
